"type","name","1-1-3","2-1","2-2","2-4","2-5","3-5","5-1","5-2","5-4","5-5","8-1-1","8-2","8-2-1","8-3","8-3-1","10-2-2","11-1","12-1","12-1-1","12-2","12-3"
1,"LE3L18",-0.17736,0.158601,-0.222901,0.298926,0.120133,-0.142149,-0.306313,-0.154776,0.0784319,-0.12525,0.144896,-0.306615,0.162104,0.0615802,0.0203871,-0.0608063,-0.0616261,-0.056464,-0.232114,0.012819,-0.64797300000000000000
1,"LE10O14",-0.0108803,-0.27353,-0.363051,-0.0989181,-0.0385305,0.0641528,-0.031494,0.693588,0.0126246,-0.339037,0.102314,0.0825956,0.0126642,0.169143,0.261393,-0.0544239,-0.231909,-0.0572059,0.0737293,-0.00053316,-0.02952810000000000000
1,"LE3I03",0.941513,0.0915444,0.104941,0.149428,0.0532346,-0.0410545,-0.0398709,-0.00795405,0.0310317,-0.00716782,0.0265338,0.00798353,0.0159034,0.0685667,-0.0710721,-0.0448534,0.143624,0.0180975,0.131622,0.0257707,-0.11364600000000000000
1,"LE9K10",-0.0465206,0.536966,0.17759,0.15885,0.142961,-0.194103,-0.377164,-0.470818,0.0654372,-0.0207063,-0.0669324,0.0261194,0.151978,-0.0155211,0.0578515,0.0441004,0.0196615,0.140376,-0.154968,0.128238,-0.36282500000000000000
1,"LE33L05",-0.0472439,-0.144518,0.102631,0.0369657,-0.360405,-0.375678,-0.330891,-0.248168,-0.295688,-0.102254,-0.277557,-0.159374,-0.119113,-0.0605244,-0.229343,-0.288432,-0.0654547,-0.190605,-0.169342,-0.302507,-0.09007150000000000000
1,"LE3O20",-0.282989,0.0691123,-0.7525,-0.150762,0.0484414,0.0306703,-0.372651,0.0505971,0.144441,0.00205991,0.0890231,0.00450989,-0.0100858,-0.00108486,0.0483069,0.0201178,-0.110824,-0.213919,-0.0409888,-0.148782,-0.26062700000000000000
1,"LE3C20",0.163271,0.0133832,-0.107317,0.168242,0.0894191,0.421479,0.353878,0.362417,0.0474029,0.13866,0.0796629,0.304734,0.196651,-0.0226064,0.0991416,0.320235,0.297461,0.295545,0.197522,0.061664,-0.01529100000000000000
1,"LE9B03",-0.0503298,-0.506666,0.00334546,-0.345951,-0.263553,-0.0600552,-0.211624,0.0844361,-0.317259,-0.430178,0.0560087,0.204957,0.0122969,-0.0602594,0.268693,-0.0176129,-0.092447,0.142142,-0.0920373,-0.0145722,0.22695800000000000000
1,"LE8M19",-0.290558,0.266503,0.127237,0.0601845,0.175064,0.0613341,0.261228,-0.0306177,0.0205536,0.375703,0.0998447,0.095366,0.104376,-0.122894,0.200658,0.195701,-0.060366,-0.123516,-0.12851,-0.248004,-0.59919500000000000000
1,"LE2O19",-0.275152,-0.506867,0.455684,0.0874812,0.379478,-0.0326181,-0.0694841,-0.0460328,0.0817673,-0.0872282,0.179317,-0.0110473,0.0571845,0.263862,0.28191,0.0363279,-0.0205631,-0.116764,0.0467119,0.281164,-0.06717960000000000000
1,"LE18C16",-0.142362,0.116979,-0.0187531,0.00997524,-0.179265,0.0618207,0.0123434,-0.143693,0.21509,0.00184753,0.16988,0.271758,0.207216,0.35839,0.0112598,-0.0252159,-0.388653,0.0526984,0.540127,0.333611,-0.17565600000000000000
1,"LE22F15",-0.1456,0.0533711,0.0116111,0.162459,0.0745019,-0.249676,0.0478577,-0.100042,-0.245959,-0.0238453,0.0444064,-0.631305,0.227213,-0.375728,-0.0048548,-0.118117,0.26553,0.00729909,0.115351,-0.0405481,-0.33966600000000000000
1,"LE17O03",-0.215884,-0.167406,0.0266196,-0.135514,0.0151295,0.0781182,-0.137129,-0.62846,-0.179074,-0.0617971,0.0899118,0.0055721,-0.0156221,-0.0811872,0.00419434,-0.19787,-0.127303,-0.0713033,-0.279596,-0.544382,-0.01939990000000000000
1,"LE29J04",0.0124482,0.12197,0.149289,0.18128,0.0856152,0.0574583,-0.306825,0.0188818,-0.169464,-0.438955,-0.396841,0.377219,-0.0223394,-0.226355,0.25191,0.141969,-0.0566396,-0.181094,0.181152,0.175262,-0.26196800000000000000
1,"LE30D14",0.527881,0.0968256,-0.0499671,0.262716,0.0072889,-0.191315,0.00011076,-0.623481,0.0210409,-0.0809704,0.0988545,-0.00147513,-0.15587,0.0447698,-0.0927786,0.0257066,-0.030961,-0.190517,-0.0543985,-0.0277739,-0.34891100000000000000
1,"LE29O02",0.226809,0.162489,0.582542,-0.107978,0.141201,0.00742075,0.184333,0.165499,0.158994,0.0793184,0.0171381,-0.0576008,0.0468107,0.0126796,0.0441564,-0.0138064,-0.247128,-0.523951,-0.272125,-0.198653,0.03151450000000000000
1,"LE7M03",-0.16174,0.267863,0.646852,0.0674924,-0.171473,-0.21276,0.137609,0.233124,0.232563,-0.303413,0.2316,-0.112509,-0.000604132,0.152188,-0.108375,0.0906415,-0.0543318,0.0100477,-0.0504563,-0.106363,-0.24225400000000000000
1,"LE29K17",0.0326839,0.294758,0.262164,0.437005,0.0203667,0.0607867,0.217846,0.229082,-0.042029,0.418137,-0.0180908,0.0970038,-0.139799,0.222713,0.143572,-0.0533671,0.484869,0.00499184,-0.00399742,0.0799292,-0.16680900000000000000
1,"LE2E02",-0.0542324,0.0747377,0.623059,0.00326098,-0.3215,0.120151,0.00314896,-0.00709338,0.176581,0.0417422,0.00944714,0.00328858,0.018437,0.0389921,-0.00433008,-0.0210495,-0.234146,-0.595088,-0.0836057,-0.0828365,0.16507500000000000000
1,"LE16J07",0.203996,0.513936,0.00599016,-0.0998414,0.0168171,0.0505322,0.146386,0.45285,-0.113141,0.0667904,-0.000543809,0.000382562,0.0521555,0.00785388,0.0282631,0.125747,0.147297,-0.108181,0.0710925,0.586665,0.18875200000000000000
1,"LE4J14",-0.0501908,0.316453,0.0962295,0.0163707,0.0419808,0.793368,0.080975,-0.230329,-0.0569612,0.253719,-0.0732864,-0.0987225,0.204323,-0.0810986,-0.0372645,0.0331766,-0.0846171,-0.0800477,0.111383,-0.0471262,-0.18778600000000000000
1,"LE2G22",0.00541249,-0.127728,0.158088,-0.00969972,-0.167725,-0.0618176,-0.210907,0.055446,0.156718,0.0943518,0.0119606,-0.127018,-0.0521062,0.0031014,0.0703196,0.268933,0.281961,-0.132633,-0.719638,-0.160309,0.32963000000000000000
1,"LE25H17",-0.541304,-0.170465,0.295128,0.0523528,-0.00933125,0.0239845,0.182443,-0.181162,0.162873,0.0774091,0.100015,0.0702288,0.449448,0.0873255,0.00982068,-0.0364115,-0.0089258,-0.0964218,0.0490436,-0.0057295,-0.50100100000000000000
1,"LE20F24",-0.0943466,0.043076,0.0224998,0.049066,-0.046549,0.0619235,0.0975228,0.11406,0.0394353,0.0733103,0.105066,0.0498351,-0.105331,-0.027693,0.0211061,0.0509195,-0.011988,0.172104,0.590822,0.736572,-0.03291840000000000000
1,"LE27K22",0.0803928,0.125483,0.0494321,-0.160532,-0.807207,0.0639665,0.185032,-0.00567466,-0.0366497,0.24388,-0.0390953,0.147767,0.193562,0.0166461,0.101876,0.114335,0.159558,-0.256688,0.0449193,-0.140119,0.03544110000000000000
1,"LE14E20",-0.146899,0.101313,0.107518,0.293961,0.0130922,0.132837,-0.433272,0.198917,0.190845,0.0525571,0.238109,0.0973243,-0.14429,-0.200317,-0.0727954,-0.0787263,0.646196,0.0183811,0.0403162,-0.0782627,0.14703500000000000000
1,"LE27M20",0.00130674,0.292765,0.0920355,-0.0389348,0.288049,-0.112305,0.516433,0.130652,0.111136,-0.0424901,-0.0169245,0.0453957,0.0484893,-0.205773,0.00977164,0.031401,-0.123532,-0.122382,-0.220447,-0.304319,0.53964700000000000000
1,"LE3I09",0.0181414,0.0059225,0.247714,-0.110031,-0.148453,-0.0747513,-0.0688007,-0.023323,-0.470544,-0.569334,0.153267,0.23312,0.10144,0.000608831,0.388888,0.111392,-0.00638885,0.144894,0.0323307,-0.144976,-0.22988000000000000000
1,"LE8E06",0.748162,-0.0101362,-0.0575573,0.0392598,-0.185699,-0.404842,0.0792391,-0.0264611,0.0438651,-0.0231279,0.0575624,-0.0613349,-0.123568,-0.0542594,-0.00716923,-0.0166366,0.0234536,-0.0133788,-0.186893,-0.272248,-0.30345300000000000000
1,"LE14H11",-0.0416103,-0.0734631,-0.130479,-0.0193652,0.0319789,0.0547822,0.0263494,-0.0553235,0.273363,0.417474,-0.116998,0.0123837,0.149645,-0.0574062,-0.23762,-0.077947,-0.0345248,-0.670231,-0.292084,-0.249454,0.13663200000000000000
1,"LE23N15",-0.435494,-0.0293148,-0.103006,0.115843,0.099375,0.0660072,-0.0378609,0.0406598,0.263123,0.452902,-0.130928,0.278972,-0.309921,0.0850156,-0.100659,0.348497,0.0980417,-0.150111,0.0675691,0.339935,-0.10810700000000000000
1,"LE24A15",0.03387,0.0688788,-0.0782869,0.246718,0.000262043,0.111256,0.00605392,0.205957,-0.0749397,-0.0349964,0.147048,0.166998,-0.22866,-0.0747746,-0.0193065,0.0191967,-0.0165019,-0.116967,0.819704,-0.259525,0.06391260000000000000
1,"LE29F14",0.0402023,-0.202712,-0.28529,0.0220657,-0.453965,-0.423575,-0.0931488,-0.174344,0.0778098,-0.0464378,-0.077148,0.00586288,-0.0862481,0.0268957,0.0252543,0.281826,0.416118,-0.0104843,-0.0916466,-0.181127,0.36599000000000000000
1,"LE33I10",0.0604862,0.265109,0.0761275,0.132234,0.183563,-0.184936,0.0341425,-0.0334464,0.338771,0.000776408,0.0198284,-0.0987096,-0.0235157,0.0536588,0.0836778,0.000680025,0.657654,0.477564,0.0682306,0.116994,-0.13542000000000000000
1,"LE13A18",-0.37016,-0.0513347,-0.117556,-0.10878,-0.470868,-0.188173,-0.190036,0.00227697,0.356168,0.00346568,0.183057,-0.147833,-0.217685,-0.0139604,-0.00474179,-0.375906,-0.290578,-0.162035,-0.0124611,-0.201031,-0.13801600000000000000
1,"LE15D15",-0.456085,0.21257,-0.114443,-0.527213,0.0535409,0.0417014,-0.11087,-0.0776632,0.283975,-0.0578632,0.118232,0.0359796,-0.106805,0.116949,0.0268913,0.0167901,-0.0179181,0.110837,-0.107549,0.0149829,-0.53204300000000000000
1,"LE32P20",-0.0956697,0.0798391,0.186021,0.205457,0.0998344,-0.0900703,-0.34857,-0.251346,-0.0860022,0.306516,-0.0611238,0.320267,0.212261,-0.0945701,-0.0122344,-0.0801272,0.0537516,0.0817729,-0.414032,-0.140126,-0.48584300000000000000
1,"LE19J16",-0.0180194,-0.0926918,-0.373131,0.122434,0.0924896,-0.148804,0.174101,-0.15503,0.00678673,-0.431817,0.280456,0.192219,0.596351,-0.0365115,0.171906,-0.0584712,0.107333,0.0624558,0.0504684,-0.107201,-0.17409700000000000000
1,"LE19G07",-0.0340631,0.181849,-0.000880778,-0.0127457,-0.108819,0.0145421,0.0938386,0.519498,0.584465,0.0671226,-0.053562,0.143695,-0.015467,0.0675677,0.462252,0.0501835,0.137308,0.0409639,0.164563,0.159257,-0.10617600000000000000
1,"LE25B23",0.0462019,-0.0762257,-0.254898,-0.113092,0.298168,0.0639323,-0.282927,0.237694,-0.374856,-0.420782,0.303071,0.0472028,-0.098431,0.215472,-0.0148172,-0.201304,-0.0253871,0.179672,0.327015,0.0375399,0.18699000000000000000
1,"LE18A19",0.0916176,0.126134,-0.324842,-0.300018,-0.0205436,0.0573904,-0.471758,-0.283934,-0.555844,0.0226978,-0.0536484,-0.231411,-0.0325676,0.0406456,-0.0781079,0.151921,-0.120723,0.0614032,0.00733139,0.0224766,0.23784300000000000000
1,"LE3N13",0.494317,0.0438086,-0.151796,0.173631,-0.0643795,0.000414888,0.213431,0.368817,-0.143148,0.260848,0.00776848,-0.0545803,0.375445,-0.0942216,0.088822,-0.0313323,0.416202,0.0492293,-0.285722,0.0246068,-0.08153230000000000000
1,"LE22H12",-0.167928,0.306191,-0.109347,0.189928,0.100573,-0.0383005,0.00897202,-0.0974781,0.0283975,0.0258804,0.07949,-0.235967,0.0784546,-0.241757,0.727922,0.277953,-0.0395539,0.244712,0.0798193,0.0125122,0.07531350000000000000
1,"LE3I20",-0.445124,0.228727,-0.172486,0.319725,0.147769,-0.094653,-0.200985,-0.0569418,0.496589,0.166313,0.424655,-0.0827867,0.0510107,-0.137881,-0.0241008,-0.00586687,-0.0299051,0.154576,-0.0779972,-0.103099,-0.13403700000000000000
1,"LE21P17",-0.121422,0.259735,-0.0241327,0.147631,-0.0341362,-0.222837,-0.229319,0.322578,0.00384022,0.137501,-0.105327,-0.0726865,0.0614498,0.0496861,0.183223,0.269275,0.221664,0.44885,0.250614,0.334695,-0.33896800000000000000
1,"LE6C13",-0.0390381,0.311893,0.425954,0.185263,0.153105,-0.0453767,0.110344,-0.082913,0.0444266,-0.120038,-0.0759354,-0.562171,-0.106426,-0.0936811,-0.0385113,-0.0644259,-0.268816,-0.0681939,-0.322,0.205017,-0.23310800000000000000
1,"LE4L22",-0.260054,0.145598,0.101641,0.165697,0.192366,-0.0971189,0.247971,0.0344246,-0.139191,-0.394287,0.389544,-0.0679348,0.136202,-0.156233,0.209572,-0.190699,0.0869289,0.116705,0.0999873,0.133175,-0.51080600000000000000
1,"LE11C20",-0.0180555,-0.0731983,0.0670777,-0.360744,-0.0667883,-0.0747162,-0.411689,-0.206263,-0.0270772,-0.0623481,-0.15066,0.0307299,-0.0301833,0.150776,-0.488326,-0.16269,0.0734356,-0.0290973,-0.0944474,0.33358,0.44083100000000000000
1,"LE5A05",0.12916,0.106651,0.0708733,0.122464,0.027275,-0.0845975,-0.255746,-0.316131,0.160722,0.529915,0.0507,0.0449761,0.297797,0.0964016,0.263468,-0.117403,0.101079,-0.0277991,0.176038,0.389006,-0.30489700000000000000
1,"LE31N09",-0.00584591,-0.195092,-0.199466,0.207164,-0.0331547,0.0128985,0.165277,0.455441,0.0450992,0.153036,0.0951832,-0.155762,-0.0518765,-0.155121,0.12787,0.118699,-0.0489827,-0.315997,0.11969,0.529072,0.36156200000000000000
1,"LE9I09",0.0369667,-0.102343,0.122619,0.236008,0.0299695,-0.145017,0.0805863,-0.301699,0.0363662,-0.0896788,0.0468222,-0.0833092,0.551899,-0.567436,-0.00117822,0.0450879,-0.0351719,0.10239,0.0797041,0.0037562,-0.36439400000000000000
1,"LE30J08",0.9391,0.117612,0.130823,0.00138123,0.0265034,0.119381,-0.0748318,-0.0652592,-0.0285882,0.104788,-0.00180185,0.156292,-0.00547725,0.00568588,-0.03331,0.0636443,-0.00837476,0.00926599,-0.108944,0.0916022,0.02150600000000000000
1,"LE22O04",-0.0466058,0.12464,0.300107,-0.0111736,-0.00851452,0.00686595,-0.0781421,-0.384248,0.17562,0.199631,0.239203,0.036189,-0.0385652,-0.13233,0.33673,0.236683,0.115229,0.00402971,0.00914144,0.141072,-0.62235500000000000000
1,"LE17F09",0.575002,-0.145744,0.286438,-0.170094,-0.257355,-0.165795,-0.103865,0.0908424,-0.264442,0.0670349,-0.036439,0.0972881,0.110341,-0.171724,-0.019412,0.103196,0.386206,-0.17273,-0.14663,-0.229605,-0.18241900000000000000
1,"LE25O07",0.366873,-0.0859645,-0.21012,0.16581,-0.234202,-0.0538918,-0.337931,0.124619,0.249272,-0.0729161,-0.058732,-0.0408176,0.0774576,-0.194174,-0.150458,-0.128795,0.493435,-0.0364718,0.176777,0.225593,-0.34123300000000000000
1,"LE33P06",-0.604315,0.105906,0.0471114,0.277949,0.0771489,-0.161568,0.327313,0.0665217,0.0953148,0.0325609,-0.0611978,0.228702,0.144435,0.240199,-0.0593682,-0.0453166,0.0147387,-0.133563,0.279331,-0.390022,-0.04435030000000000000
1,"LE16O14",0.682745,-0.247457,-0.103798,0.133218,0.0637313,0.00244002,0.337282,0.0609322,-0.000557851,0.136617,0.0319706,0.177396,0.0471406,0.00706918,-0.0818839,0.123016,-0.403942,-0.122989,0.213567,-0.0332621,0.14928100000000000000
1,"LE26M04",0.193414,-0.0139263,-0.110668,0.124686,0.532511,0.21908,0.0724693,0.0582074,0.160669,-0.00313381,0.13011,0.183439,-0.179532,-0.270529,0.253868,0.213888,-0.214959,0.00914197,-0.457661,-0.0632706,-0.20647900000000000000
1,"LE3P17",0.152647,0.151045,0.300263,-0.00625098,0.0734226,0.217142,0.259169,0.0568623,0.212692,0.179224,0.102658,-0.0330981,0.0681746,-0.00964033,-0.150061,-0.00570686,-0.508051,-0.442758,0.101764,-0.117781,0.38220500000000000000
1,"LE33A11",-0.0170974,-0.115435,0.0552537,-0.0946231,0.14439,-0.0457706,-0.251205,0.0866949,-0.251158,-0.417439,0.228373,0.298222,0.149775,-0.072905,0.481884,0.135405,-0.268997,0.338866,0.0453613,-0.039726,-0.18239200000000000000
1,"LE32F09",-0.0883284,0.49921,0.238096,0.190709,0.270833,-0.131571,-0.292496,0.019837,0.0321501,0.146762,0.168301,0.00327105,-0.0316209,-0.184705,0.245408,0.00446795,-0.204304,-0.325608,-0.0487181,-0.0296228,-0.41956800000000000000
1,"LE3E23",0.195247,-0.51575,-0.268242,0.019913,-0.50453,0.305733,0.055281,-0.280135,-0.10401,0.0139918,-0.130658,-0.103065,-0.225701,0.0200069,-0.0236486,-0.0430816,-0.269163,0.0955165,0.0528845,-0.125622,-0.03689640000000000000
1,"LE5O04",-0.0912635,0.212836,0.505674,0.376339,0.271662,-0.116994,-0.125639,-0.0528741,-0.0663763,0.0239489,0.0418885,-0.013072,0.346488,-0.034101,-0.271884,0.0903984,-0.0835816,0.334229,0.101314,0.0803909,-0.31197800000000000000
1,"LE14J06",-0.0816492,0.0273511,0.0789047,-0.190677,-0.476285,-0.049472,-0.0622369,-0.0659246,0.0951619,0.0367461,-0.140158,-0.0968976,0.00885874,-0.0155815,-0.150457,-0.0982786,-0.00251855,-0.176012,-0.256348,-0.287308,-0.67910500000000000000
1,"LE26P10",-0.092048,0.19712,0.0716175,0.387082,0.197192,0.00602641,-0.531677,-0.0277066,0.370743,-0.172886,-0.112448,0.270555,0.0480313,-0.219553,0.0186483,0.162059,0.002255,0.178823,0.157717,0.233892,-0.18295400000000000000
1,"LE24M11",0.0341898,-0.144066,-0.143159,0.0860861,-0.268116,0.0510195,0.0760877,0.208181,0.634288,0.0893706,0.16015,0.218627,0.0873466,0.295321,0.128362,-0.0044408,0.414308,0.0241064,0.195894,0.144051,0.01006800000000000000
1,"LE30A08",0.159037,0.205152,0.0720257,-0.282846,0.0863509,0.218895,0.0990745,0.104105,-0.0925537,0.114832,-0.0952265,0.0332507,0.0718935,0.0116634,-0.0901412,-0.210214,0.482797,0.633943,-0.112321,0.146135,-0.11362200000000000000
1,"LE15K19",0.391627,0.115956,0.0174065,-0.223117,-0.116473,0.264052,-0.00271807,0.0564162,0.179859,0.14542,-0.00281365,0.259156,0.504115,0.0427403,-0.0236532,0.180011,0.095347,0.0274184,0.0235677,-0.0907691,-0.51806700000000000000
1,"LE12M06",-0.0271007,0.143017,0.0677704,0.206279,0.105589,-0.122672,0.0641165,-0.259527,0.53549,0.607723,0.00462212,-0.158357,0.163986,-0.0206801,0.173676,-0.031877,0.0267004,0.041443,-0.0519996,0.0466386,-0.29499600000000000000
1,"LE26E23",0.0920281,-0.0520123,-0.0719297,-0.389406,0.150383,0.0938423,0.0522768,-0.450074,-0.0317587,0.203237,-0.21869,-0.122965,0.0444062,0.13299,-0.240741,-0.171953,-0.263266,-0.534761,-0.0567818,-0.153247,-0.02939650000000000000
1,"LE9F13",0.410907,0.0662788,-0.38494,0.0922656,-0.0551975,-0.35496,-0.120246,0.228199,-0.0641488,-0.031969,-0.0372176,0.00156923,-0.0306877,0.225372,-0.023198,-0.1923,0.0411537,-0.017259,0.059683,0.122201,-0.59852300000000000000
1,"LE31C23",0.101608,0.0723023,0.0421141,-0.110831,-0.599094,-0.236827,0.00382475,-0.0352729,-0.0594684,0.0274519,-0.124032,-0.0161645,-0.012445,0.419926,0.159099,0.0421011,0.0288796,0.0128765,-0.165379,-0.379113,-0.39817400000000000000
1,"LE24K01",0.0691999,-0.00838161,0.435574,0.0110526,0.0389992,-0.0817111,0.19042,0.256906,-0.0228042,0.132982,0.045103,-0.0711343,0.010078,0.00228225,0.207232,0.133781,0.260444,-0.0155301,0.0510337,0.670505,-0.29721200000000000000
1,"LE3E03",-0.343406,0.257379,0.199995,0.0739645,-0.121191,-0.201901,0.258387,0.10681,-0.0873521,-0.0204063,0.0166328,0.0897387,0.167845,0.251134,-0.117137,-0.0119269,-0.63368,-0.219229,0.12006,-0.0343559,0.22371800000000000000
1,"LE14F02",-0.335106,-0.0295706,-0.327801,0.504651,0.177007,-0.186249,-0.00278882,-0.0324388,0.0495238,-0.102432,0.135735,0.0208586,-0.190496,0.498333,-0.0298183,-0.0799769,-0.0578858,0.010032,0.292181,0.2104,-0.02864320000000000000
1,"LE26K02",0.160259,0.034175,-0.0696048,-0.117952,0.049666,-0.0713082,0.0625649,-0.282133,0.278153,-0.123894,-0.0932408,-0.144081,-0.078761,0.0127171,-0.183068,0.570184,-0.139881,-0.0301736,-0.281474,0.000573595,-0.52579500000000000000
1,"LE26L14",0.0294616,0.236626,0.0257429,0.108019,-0.39398,0.0434369,-0.291473,0.118947,-0.0458645,0.0275619,-0.0625841,-0.718017,0.0326487,-0.0362064,-0.0499606,-0.102724,-0.0531885,0.00794496,-0.230054,0.17468,-0.22475400000000000000
1,"LE29J22",-0.246191,-0.342722,0.192168,-0.0176243,-0.221542,0.17138,-0.0966194,-0.505381,-0.238226,-0.0716826,0.11927,0.262333,0.0666665,-0.114672,-0.308289,-0.173587,-0.137343,-0.0423888,-0.107946,-0.346817,0.03461670000000000000
1,"LE33G05",0.150722,-0.158539,0.0319417,0.210731,0.114287,-0.0302628,0.111015,0.603421,0.191549,0.285365,0.0971104,-0.136458,-0.0494466,0.0406927,0.113492,0.152819,0.0153754,0.230464,0.100934,0.514664,0.03706350000000000000
1,"LE27B23",-0.0304042,-0.121101,0.111253,0.101779,0.182505,-0.0505168,0.0979694,0.35171,0.0605092,0.118539,0.261914,0.173453,0.151631,0.451216,-0.0302855,0.0257636,0.165962,0.0153671,0.471592,0.329056,0.29915500000000000000
1,"LE18M14",0.0579879,0.164595,-0.0407275,-0.0219013,-0.125349,0.0604115,0.140179,0.306722,0.0449146,0.59489,0.17834,-0.172432,-0.0555893,-0.170737,0.164847,0.203737,0.224438,-0.0665208,0.305563,0.0962459,-0.39813700000000000000
1,"LE13G07",0.414975,0.0368643,0.413158,-0.179833,-0.419278,-0.220827,0.0383403,0.183807,-0.179505,0.140653,-0.0949808,0.132789,0.141335,-0.181982,-0.124141,0.0014127,0.301529,-0.17067,-0.0588514,-0.109527,-0.28444800000000000000
1,"LE16M05",-0.102305,0.334303,-0.0542289,0.277384,0.14678,-0.113691,0.410877,-0.0304335,-0.149302,0.1643,-0.0458722,0.114992,0.288141,-0.0813025,0.515301,-0.0495287,-0.118512,-0.052159,-0.18184,0.0197768,-0.34816300000000000000
1,"LE7C05",-0.0995242,-0.0423611,-0.0970156,-0.0700582,-0.0849644,0.186774,0.714378,0.425792,0.227338,-0.0311921,0.213926,0.125083,-0.100915,-0.0574756,0.218742,0.0591623,-0.195816,0.100853,0.0662475,0.031437,0.08630760000000000000
1,"LE2N02",-0.274058,0.0565276,-0.442268,-0.180115,-0.410998,0.210936,-0.0155288,0.278806,-0.0668872,-0.143308,0.184023,0.0659101,-0.0473711,-0.0694853,-0.0104586,-0.333798,-0.188438,0.0182888,-0.214674,-0.372163,0.00330680000000000000
1,"LE14A23",-0.136141,-0.550629,0.0915041,-0.36072,-0.0200282,-0.0780681,-0.160831,-0.166427,-0.170692,-0.423098,0.0317674,0.139923,-0.0337077,0.0438168,0.234866,-0.0394199,-0.209561,-0.257494,0.0657988,-0.14103,0.23827400000000000000
1,"LE26O10",-0.0351154,-0.00773699,0.026186,-0.736938,0.199003,0.0858483,0.153493,-0.0694778,0.114383,0.00825002,-0.0269553,-0.0711375,-0.109494,0.0355446,-0.134066,-0.00969442,-0.107056,0.495755,-0.171368,0.124137,-0.16527200000000000000
1,"LE19N18",-0.204904,0.154392,-0.0209659,0.315435,0.176767,-0.050647,-0.328406,-0.194134,0.269544,0.258608,-0.475131,-0.00382048,0.0332044,-0.00979761,0.125781,0.0600972,-0.046992,0.107442,0.124099,-0.0696941,-0.48471800000000000000
1,"LE11C07",-0.19012,0.120186,-0.0172176,0.150751,0.0413385,0.0467966,0.14239,0.0759528,0.366254,-0.0469925,-0.0378141,0.310378,0.506146,-0.0376175,-0.141323,0.337229,-0.0355508,0.0429376,0.0564718,-0.0679491,0.51002100000000000000
1,"LE11F11",0.195447,-0.000738318,-0.174079,-0.094773,-0.607222,0.245266,0.0897736,0.423665,-0.0965593,-0.0221888,0.104996,-0.073125,0.0581622,0.108718,0.017745,0.154665,-0.156441,-0.342374,0.0432938,-0.0570192,-0.30601300000000000000
1,"LE31E15",-0.215648,-0.0424271,-0.196632,-0.189229,0.0141124,-0.0246568,-0.127438,-0.00892935,-0.0608581,-0.0274152,0.0496753,0.0127394,0.100707,0.0550592,-0.249113,-0.076,-0.617252,-0.132505,-0.00519236,-0.0837438,0.60531600000000000000
1,"LE24C16",0.221862,-0.0550891,-0.0247602,0.318886,0.392689,0.150971,0.00625448,0.198188,0.0162164,0.20586,0.0733454,-0.0415486,0.166506,0.11051,0.0701609,0.381093,0.434451,0.29773,0.0832252,0.243837,0.21334100000000000000
1,"LE20C06",0.0416296,-0.0683418,0.0294548,0.0281358,0.101902,0.151091,0.00832407,-0.118949,0.00418934,0.00135793,0.00359316,-0.0470233,0.00294085,0.0117294,-0.0115921,-0.02208,0.000642774,-0.0353383,-0.0272344,0.744456,0.62071700000000000000
1,"LE10D13",0.415276,0.1156,-0.219,0.192207,0.440015,-0.00915199,-0.0336181,0.186918,-0.0767348,0.0237098,0.260981,0.161073,0.389153,0.200212,0.0941373,0.0923013,-0.00158444,0.10241,0.287342,0.306511,-0.05563970000000000000
1,"LE11E12",0.167152,0.145773,0.0565626,0.245774,-0.0330171,0.288362,0.28583,0.144107,0.135825,0.18078,0.190076,0.24723,0.302252,0.205722,0.157716,0.358499,0.110939,-0.209893,0.10405,0.353006,0.27063000000000000000
1,"LE28A08",-0.153515,-0.344364,-0.0541149,0.111474,0.350223,0.25939,-0.0695887,-0.362759,-0.0859382,-0.202166,-0.533349,0.00718127,-0.0446975,0.136807,-0.242935,-0.0737939,0.0985831,0.0786322,0.150697,0.243594,-0.01485830000000000000
1,"LE8D06",0.0189252,0.00114352,0.064327,0.116191,0.0605566,-0.139311,-0.71749,0.106713,0.0147631,0.0256833,0.0871382,-0.0221671,0.00254546,0.0998821,0.0875963,-0.0667893,-0.169727,0.372921,-0.0732309,-0.2026,-0.43287600000000000000
1,"LE15P13",0.0744519,0.0954216,0.308351,0.315929,0.0343773,-0.022732,-0.230556,0.0400986,0.00263368,0.0341309,0.0249775,0.136566,0.0862327,-0.194895,0.0147648,0.0894148,-0.124912,0.0152008,0.301775,0.352929,-0.65456700000000000000
1,"LE4C09",0.239055,0.102591,-0.419368,-0.0869274,0.153323,-0.201064,-0.0876962,0.0059279,-0.469308,0.0647851,0.0608624,0.105609,-0.0873096,0.0199906,-0.150089,0.452849,-0.264019,0.348159,-0.0342491,0.0211649,-0.09886290000000000000
1,"LE14J13",0.000106215,0.204765,-0.0992293,0.345621,0.203463,-0.192322,-0.0298546,-0.375003,-0.193705,0.00944923,0.124247,-0.109484,0.0859056,-0.173014,-0.0411243,0.100374,0.179282,0.132092,-0.0391802,0.363948,-0.55782500000000000000
1,"LE11I18",-0.103331,-0.189686,-0.00956023,0.0399029,-0.112434,-0.308606,-0.0566723,0.460454,0.268409,-0.0159787,-0.104697,0.00235612,-0.0489717,-0.0464347,0.104999,-0.0952403,-0.496473,-0.170592,-0.361766,0.181762,-0.28484300000000000000
